rank	name	country	gender	birthday	rating	age	title
869.	Jovanovic, Zoran 	CRO	M	1979	2505	36	GM
870.	Charbonneau, Pascal 	CAN	M	1983	2505	32	GM
871.	Makarov, Marat 	RUS	M	1963	2505	52	GM
872.	Smejkal, Jan 	CZE	M	1946	2504	69	GM
873.	Sanchez, Joseph 	PHI	M	1970	2504	45	GM
874.	Moreno Trujillo, Alejandro 	ESP	M	1985	2504	30	IM
875.	Maghalashvili, Davit 	GEO	M	1987	2504	28	GM
876.	Schmaltz, Roland 	GER	M	1974	2504	41	GM
877.	Sadzikowski, Daniel 	POL	M	1994	2504	21	IM
878.	Kantans, Toms 	LAT	M	1994	2504	21	IM
879.	Sherzer, Alex 	USA	M	1971	2504	44	GM
880.	Urkedal, Frode 	NOR	M	1993	2504	22	IM
881.	Adorjan, Andras 	HUN	M	1950	2504	65	GM
882.	Nguyen, Duc Hoa 	VIE	M	1989	2504	26	GM
883.	Sveshnikov, Evgeny 	LAT	M	1950	2504	65	GM
884.	Szuhanek, Ranko 	SRB	M	1974	2504	41	IM
885.	Cicak, Slavko 	SWE	M	1969	2504	46	GM
886.	Ringoir, Tanguy 	BEL	M	1994	2504	21	GM
887.	Giorgadze, Tamaz 	GEO	M	1947	2504	68	GM
888.	Quesada Perez, Yasser 	CUB	M	1992	2504	23	IM
889.	Leon Hoyos, Manuel 	MEX	M	1989	2503	26	GM
890.	Magomedov, Magaram 	RUS	M	1966	2503	49	GM
891.	Vishnu Prasanna. V 	IND	M	1989	2503	26	GM
892.	Poluljahov, Aleksandr 	RUS	M	1965	2503	50	GM
893.	Johannessen, Leif Erlend 	NOR	M	1980	2503	35	GM
894.	Mirumian, Vigen 	CZE	M	1977	2503	38	GM
895.	Rabiega, Robert 	GER	M	1971	2503	44	GM
896.	Hausrath, Daniel 	GER	M	1976	2503	39	GM
897.	El Debs, Felipe de Cresce 	BRA	M	1985	2503	30	GM
898.	Krejci, Jan 	CZE	M	1992	2503	23	GM
899.	Di Berardino, Diego Rafael 	BRA	M	1987	2503	28	IM
900.	Nikolenko, Oleg 	RUS	M	1959	2503	56	GM
901.	Bellaiche, Anthony 	FRA	M	1987	2503	28	IM
902.	Eryomenko, Volodymyr 	UKR	M	1987	2503	28	GM
903.	Chernobay, Artem 	RUS	M	1989	2503	26	GM
904.	Beim, Valeri 	AUT	M	1950	2502	65	GM
905.	Neverov, Valeriy 	UKR	M	1964	2502	51	GM
906.	Papin, Vasily 	RUS	M	1988	2502	27	GM
907.	Norwood, David R 	AND	M	1968	2502	47	GM
908.	Agaragimov, Djakhangir 	AZE	M	1986	2502	29	GM
909.	Ajrapetjan, Yuriy 	UKR	M	1988	2502	27	GM
910.	Dizdar, Goran 	CRO	M	1958	2502	57	GM
911.	Gasanov, Eldar 	UKR	M	1982	2502	33	GM
912.	Khotenashvili, Bela 	GEO	F	1988	2502	27	GM
913.	Pruijssers, Roeland 	NED	M	1989	2501	26	GM
914.	Arencibia Rodriguez, Walter 	CUB	M	1967	2501	48	GM
915.	Nogueiras Santiago, Jesus 	CUB	M	1959	2501	56	GM
916.	Debashis, Das 	IND	M	1993	2501	22	GM
917.	Sadorra, Julio Catalino 	PHI	M	1986	2501	29	GM
918.	Alonso, Salvador 	ARG	M	1974	2501	41	GM
919.	Murariu, Andrei 	ROU	M	1986	2501	29	GM
920.	Voitsekhovsky, Stanislav 	RUS	M	1964	2501	51	GM
921.	Sanal, Vahap 	TUR	M	1998	2501	17	IM
922.	Lesiege, Alexandre 	CAN	M	1975	2501	40	GM
923.	Manolache, Marius 	ROU	M	1973	2500	42	GM
924.	Stefanova, Antoaneta 	BUL	F	1979	2500	36	GM
925.	Zilberstein, David 	ITA	M	1941	2500	74	IM
926.	Kvon, Andrey 	UZB	M	1989	2500	26	IM
927.	Batsiashvili, Nino 	GEO	F	1987	2500	28	IM
928.	Shtanchaev, A. 	RUS	M	1975	2500	40	IM
929.	Stean, Michael F 	ENG	M	1953	2500	62	GM
930.	Jeremic, Veljko 	SRB	M	1985	2500	30	GM
931.	Bai, Jinshi 	CHN	M	1999	2500	16	GM
932.	Rahman, Ziaur 	BAN	M	1974	2500	41	GM
933.	Gormally, Daniel W 	ENG	M	1976	2500	39	GM
934.	Finegold, Benjamin 	USA	M	1969	2500	46	GM
935.	Chiburdanidze, Maia 	GEO	F	1961	2500	54	GM
936.	Kharchenko, Boris 	UKR	M	1991	2500	24	GM
937.	Sviridov, Valery 	RUS	M	1991	2500	24	
