rank	name	country	gender	birthday	rating	age	title
848.	Carvajal Gamoneda, Ana Luisa 	CUB	F	1962	2183	53	WIM
849.	Jap Tjoen San, Linda 	NED	F	1977	2183	38	WIM
850.	Flores Villalva, Gina 	ECU	F	1982	2183	33	WFM
851.	Pham, Thi Thu Hien 	VIE	F	1990	2183	25	
852.	Retno, Wijayanti 	INA	F	1999	2183	16	WFM
853.	Polagaeva, Ksenia 	RUS	F	1988	2183	27	WFM
854.	Dergileva, Larisa 	RUS	F	1975	2182	40	
855.	Razuvajeva, Juli 	RUS	F	1974	2182	41	WIM
856.	Kiolbasa, Oliwia 	POL	F	2000	2182	15	WFM
857.	Stricova, Zuzana 	SVK	F	1985	2182	30	WFM
858.	Juhasz, Barbara 	HUN	F	1995	2182	20	WFM
859.	Bajarani, Kubra 	AZE	F	1974	2182	41	WFM
860.	Shiber, Julia 	USA	F	1974	2182	41	WFM
861.	Nguyen, Thi Tuong Van 	VIE	F	1978	2182	37	WIM
862.	Castillo Coca, Mairebis 	CUB	F	1992	2181	23	WFM
863.	Hess, Olena 	GER	F	1971	2181	44	WIM
864.	Harshita Guddanti 	IND	F	2001	2181	14	
865.	Bayramova, Zuleykha 	AZE	F	1982	2181	33	
866.	Zherebtsova, Alexandra 	RUS	F	1993	2181	22	WFM
867.	Baginskaite, Camilla 	USA	F	1967	2181	48	WGM
868.	Kondou, Eva 	GRE	F	1965	2181	50	WIM
869.	Terbe, Julianna 	HUN	F	1997	2181	18	WFM
870.	Blagojevic, Katarina 	SRB	F	1943	2180	72	WIM
871.	Malassagne, Isabelle 	FRA	F	1998	2180	17	WFM
872.	Poletova, Marianna 	RUS	F	1964	2180	51	WFM
873.	David Glaz, Ilana 	ISR	F	1961	2180	54	WIM
874.	Choisy, Mathilde 	FRA	F	1988	2180	27	WFM
875.	Sieber, Fiona 	GER	F	2000	2180	15	WFM
876.	Bogdan, Lia 	CAN	F	1953	2180	62	WFM
877.	Dergatschova, Anna 	GER	F	1969	2180	46	WIM
878.	Bukhteeva, Viktoria 	RUS	F	1993	2180	22	WFM
879.	Barchuk, Irina 	UKR	F	1997	2180	18	
880.	Mai, Thi Thanh Huong 	VIE	F	1974	2180	41	WIM
881.	Yordanova, Svetla 	BUL	F	1976	2180	39	WIM
882.	Turapina, Irina 	BLR	F	1952	2180	63	
883.	Smirnova, Ekaterina 	RUS	F	1996	2180	19	WFM
884.	Goossens, Hanne 	BEL	F	1992	2180	23	WFM
885.	Koren, Inna 	USA	F	1964	2180	51	WIM
886.	Kuznetsova, Natalia 	RUS	F	1952	2180	63	WFM
887.	Kereszturi, Sara 	HUN	F	1955	2180	60	WFM
888.	Saunina, Ludmila 	RUS	F	1952	2179	63	WGM
889.	Mednikova, Svetlana 	RUS	F	1956	2179	59	WGM
890.	Wisniowska, Klaudia 	POL	F	1995	2179	20	WFM
891.	Heredia Serrano, Carla 	ECU	F	1991	2179	24	WGM
892.	Kozlova, Olga 	GER	F	1976	2178	39	WIM
893.	Hoang, Thi Ut 	VIE	F	1978	2178	37	WFM
894.	Schweitzer, Viktoriya 	FRA	F	1959	2178	56	WIM
895.	Domany, Zsofia 	HUN	F	1988	2178	27	WIM
896.	Zinkevich, Julia 	UKR	F	1984	2178	31	WIM
897.	Berezina, Irina 	AUS	F	1965	2178	50	IM
898.	Gal, Hanna Krisztina 	HUN	F	1998	2178	17	
899.	Odisharia, Teona 	GEO	F	1986	2178	29	
900.	Petrukhina, Irina 	RUS	F	1994	2177	21	WFM
901.	Morales Mendoza, Luciana 	PER	F	1987	2177	28	WIM
902.	Pushkova, Kseniya 	RUS	F	1986	2177	29	
903.	Dang, Bich Ngoc 	VIE	F	1984	2176	31	WIM
904.	Orsagova, Silvie 	CZE	F	1975	2176	40	WIM
905.	Markantonaki, Haritomeni 	GRE	F	1987	2176	28	WFM
906.	Teuschler, Barbara 	AUT	F	1984	2176	31	WFM
907.	Moskalets, Svetlana 	UKR	F	1988	2176	27	WIM
908.	Yanjindulam, Dulamsuren 	MGL	F	1988	2176	27	WIM
909.	Xu, Tong 	CHN	F	1988	2176	27	WIM
910.	Krestianova-Tsepeleva, Tatiana 	RUS	F	1975	2176	40	
911.	Khegay, Anjela 	SIN	F	1976	2176	39	WIM
912.	Nikolaeva, Alexandra 	RUS	F	1987	2176	28	WFM
913.	Zhao, Lan 	CHN	F	1963	2176	52	WIM
914.	Kozak, Magdalena 	POL	F	1988	2176	27	WIM
915.	Kim, Tatiana 	KAZ	F	1988	2176	27	WFM
916.	Chkhan, Viktoria 	RUS	F	1994	2176	21	WFM
917.	Badalova, T. 	RUS	F	1953	2175	62	WFM
918.	Mutchnik, Larisa 	UKR	F	1956	2175	59	WIM
919.	Taigunova, Nadya 	UKR	F	1985	2175	30	
920.	Wu, Mingqian 	CHN	F	1961	2175	54	WGM
921.	Meleshko, Anna 	RUS	F	1989	2175	26	WIM
922.	Sikora-Gizynska, Bozena 	POL	F	1960	2175	55	WIM
923.	Kokanovic, Ksenija 	SRB	F	1972	2175	43	WFM
924.	Khalafova, Narmin 	AZE	F	1994	2175	21	WIM
925.	Canak, Marija 	SRB	F	1969	2175	46	
926.	Kazarova, Irina 	RUS	F	1980	2175	35	WFM
927.	Golubeva, Ljudmila 	RUS	F	1944	2175	71	WFM
928.	Eynullaeva, Roza 	USA	F	1987	2175	28	WFM
929.	Mrvova, Alena 	SVK	F	1978	2174	37	WIM
930.	Tian, Tian 	CHN	F	1983	2174	32	WGM
931.	Aghabekian, Liana 	ARM	F	1986	2174	29	WIM
932.	Gladisheva, Tatjana 	RUS	F	1966	2174	49	WGM
933.	Sun, Yinan 	CHN	F	1989	2174	26	
934.	Bielicki, Birke 	GER	F	1975	2174	40	
935.	Paolillo, Gaia 	ITA	F	1998	2174	17	WFM
936.	Gaboyan, Susanna 	ARM	F	1996	2174	19	
937.	Kasoshvili, Tsiala 	GEO	F	1963	2174	52	WIM
938.	Karibaeva, Elvira 	RUS	F	1989	2174	26	WFM
939.	Djukic, Sandra 	SRB	F	1988	2174	27	WIM
940.	Zarkovic, Mila 	SRB	F	1996	2173	19	WIM
941.	Zhylkaidarova, Sholpan 	KAZ	F	1994	2173	21	WFM
942.	Rjanova, Valery 	RUS	F	1993	2173	22	WFM
943.	Sloan, Julia Elizabeth 	USA	F	1978	2173	37	CM
944.	Van Weersel, Arlette 	NED	F	1984	2173	31	WIM
945.	Qiu, Mengjie 	CHN	F	1995	2172	20	WFM
946.	Ulms, Sandra 	GER	F	1976	2172	39	
947.	Czaeczine, Anne 	GER	F	1985	2172	30	WIM
948.	Roca Rojas, Ana Flavia 	CUB	F	1996	2172	19	WFM
949.	Japaridze, Marika 	GEO	F	1980	2172	35	WFM
950.	Hairapetian, Anna 	ARM	F	1989	2172	26	WIM
951.	Chandika Divyasree 	IND	F	1993	2172	22	WFM
952.	Motsar, Irina 	UKR	F	1985	2172	30	WFM
953.	Bajt, Indira 	SLO	F	1980	2172	35	WFM
954.	Savitskaya, Ekaterina P. 	RUS	F	1977	2172	38	
955.	Semina, Svetlana 	RUS	F	1959	2172	56	
956.	Forgas Moreno, Yaniela 	CUB	F	1992	2172	23	WFM
957.	Sakenova, Salima 	KAZ	F	1977	2172	38	WFM
958.	Meenakshi Subbaraman 	IND	F	1981	2172	34	WGM
959.	Franco Valencia, Beatriz Irene 	COL	F	1987	2172	28	WGM
960.	Pkhakadze, Natia 	GEO	F	1984	2172	31	WFM
961.	Matvienko, Larisa 	RUS	F	1978	2172	37	
962.	Nemkova, Ljubov 	RUS	F	1987	2172	28	WFM
963.	Shuvalova, Polina 	RUS	F	2001	2171	14	WFM
964.	Zaichenko, Nadezhda 	RUS	F	1983	2171	32	WFM
965.	Shah, Pallavi G. 	IND	F	1979	2171	36	WIM
966.	Sochorova, Petra 	CZE	F	1978	2171	37	WIM
967.	Garcia Vicente, Nieves 	ESP	F	1955	2171	60	WIM
968.	Anufrienko, Daria 	RUS	F	1997	2171	18	WFM
969.	Tarasova, Oksana 	USA	F	1975	2170	40	
970.	Konopleva, Natalia 	RUS	F	1944	2170	71	WGM
971.	Krjuchkova, Elena 	UZB	F	1969	2170	46	WGM
972.	Richards, Heather S 	AUS	F	1983	2170	32	WIM
973.	Aliyeva, Aygun 	AZE	F	1977	2170	38	WFM
974.	Atbashieva, Guldjahan 	TKM	F	1968	2170	47	WFM
975.	Kalantarian, Nune 	ARM	F	1972	2170	43	
976.	Traistaru, Teodora 	ROU	F	1990	2170	25	WFM
977.	Fornal, Agnieszka 	POL	F	1968	2170	47	WFM
978.	Semenova, Elena 	RUS	F	1992	2170	23	WIM
979.	Gvanceladze, Anna 	RUS	F	1993	2170	22	WFM
980.	Bandziene, Rasa 	LTU	F	1961	2170	54	
981.	Talanina, Lidia 	RUS	F	1976	2170	39	WFM
982.	Nahi, A. Senaa 	IRQ	F	1966	2170	49	WFM
983.	Jurkiewicz, Katarzyna 	POL	F	1982	2169	33	
984.	Kaps, Darja 	SLO	F	1981	2169	34	WGM
985.	Solovjova, Valentina 	RUS	F	1986	2169	29	WIM
986.	Bogdanova, Olga 	UKR	F	1953	2169	62	
987.	Lipskaya, Inna 	RUS	F	1979	2169	36	
988.	Dumcheva, Julia 	RUS	F	1991	2169	24	WFM
989.	Bayaraa, Zorigt 	MGL	F	1988	2168	27	WFM
990.	Savtchenko, Viktoria 	RUS	F	1988	2168	27	WFM
991.	Phan-Koshnitsky, Ngan 	AUS	F	1974	2168	41	WIM
992.	Huda, Maryana 	UKR	F	1988	2168	27	WGM
993.	Shkuro, Anastasia 	UKR	F	1986	2168	29	
994.	Drljevic, Ljilja 	SRB	F	1984	2168	31	WIM
995.	Gavasheli, Ana 	GEO	F	1987	2168	28	WIM
996.	Potikhoshkina, Nadezhda 	RUS	F	1961	2167	54	
997.	Asgarizadeh, Minoo 	IRI	F	1994	2167	21	WFM
998.	Lazarevic, Milunka 	SRB	F	1932	2167	83	WGM
999.	Voronova, Tatiana 	LAT	F	1955	2167	60	WIM
1000.	Makogon, Natalya 	RUS	F	1975	2167	40	WFM
1001.	Miturova, Magdalena 	CZE	F	1993	2166	22	WFM
1002.	Nguyen, Thi Dung 	VIE	F	1982	2166	33	WFM
1003.	Pintesku, Svetlana 	RUS	F	1969	2166	46	
1004.	Gordyk, Lubov 	UKR	F	1976	2166	39	WFM
1005.	Aronoff, Irene 	USA	F	1961	2165	54	WFM
1006.	Richterova, Natasa 	CZE	F	1996	2165	19	WFM
1007.	Fakhiridou, Ekaterini 	GRE	F	1964	2165	51	WIM
1008.	Nguyen, Quynh Anh 	VIE	F	1988	2165	27	WIM
1009.	Nguyen, Thu Giang 	AUS	F	1985	2165	30	WFM
1010.	Tankut, Olga 	RUS	F	1985	2165	30	WFM
1011.	Antova, Gabriela 	BUL	F	2002	2165	13	WFM
1012.	Wang, Doudou 	CHN	F	1988	2165	27	WIM
1013.	Fritzsch, Conny 	GER	F	1976	2165	39	
1014.	Krzisnik-Bukic, Vera 	SLO	F	1949	2165	66	
1015.	Nikolin, Zorica 	SRB	F	1961	2164	54	WIM
1016.	Pan, Qian 	CHN	F	1980	2164	35	
1017.	Timon Piote, Silvia 	ESP	F	1975	2164	40	WFM
1018.	Kusenkova, Natallia 	BLR	F	1995	2164	20	
1019.	Gutierrez Castillo, Paloma 	ESP	F	1985	2164	30	WIM
1020.	Eckhardt, Claudia 	GER	F	1977	2164	38	
1021.	Leite, Catarina 	POR	F	1983	2164	32	WIM
1022.	Balajayeva, Khanim 	AZE	F	2001	2164	14	WFM
1023.	Ciobanu, Camelia-Adriana 	ROU	F	1985	2163	30	WIM
1024.	Petrova, Olga 	RUS	F	1993	2163	22	
1025.	Manakova, Irina 	RUS	F	1988	2163	27	WFM
1026.	Korenova, Martina 	CZE	F	1975	2163	40	WIM
1027.	Mareckova, Martina 	CZE	F	1990	2163	25	WFM
1028.	Garcia-Castany Musellas, Gal.la 	ESP	F	1997	2163	18	
1029.	Nesterovskaya, Anzhelika 	UKR	F	1991	2163	24	WFM
1030.	Mazurok, Jana 	UKR	F	1983	2162	32	
1031.	Shamima, Akter Liza 	BAN	F	1989	2162	26	WIM
1032.	Cardona Oramas, Liulia Maria 	FID	F	1983	2162	32	WFM
1033.	Golubovich, Natalia 	RUS	F	1993	2162	22	
1034.	Chen, Xiaoxaiao 	CHN	F	1985	2162	30	
1035.	Ghozali, Anugrah Maria 	INA	F	2000	2161	15	WFM
1036.	Lapina, Natalia 	UKR	F	1980	2161	35	
1037.	Churova, Ivana 	CZE	F	1977	2161	38	WIM
1038.	Sargac, Rajna 	CRO	F	1974	2161	41	WIM
1039.	Grunina, Nina 	RUS	F	1985	2161	30	WFM
1040.	Georgescu, Andreea-Lucia 	ROU	F	1976	2161	39	
1041.	Agababean, Naira 	MDA	F	1951	2161	64	WGM
1042.	Trofimova, Antonina 	RUS	F	1979	2160	36	WIM
1043.	Otgonjargal, Sengeravdan 	MGL	F	1982	2160	33	WIM
1044.	Tomasevic, Tanja 	SRB	F	1969	2160	46	WFM
1045.	Vedenina, Oksana 	LAT	F	1979	2160	36	
1046.	Grigoryeva, Olga A. 	RUS	F	1994	2160	21	WFM
1047.	Bogachkova, Alena 	RUS	F	1997	2160	18	WFM
1048.	Hegeler, Anja 	GER	F	1965	2160	50	WIM
1049.	Nur Abidah, Shanti 	INA	F	2001	2160	14	WFM
1050.	Budiarti, Farah Yumna 	INA	F	1997	2160	18	WFM
1051.	Dolgikh, Irina 	RUS	F	1979	2160	36	
1052.	Terbe, Zsuzsanna 	HUN	F	1997	2160	18	WFM
1053.	Chlost, Marlena 	POL	F	1983	2160	32	WIM
1054.	Montilla Reyes, Jorcerys 	VEN	F	1995	2159	20	WIM
1055.	Lin, Ye 	CHN	F	1974	2159	41	WFM
1056.	Ren, Xiaoyi 	CHN	F	1996	2159	19	
1057.	Freitag, Julia 	RUS	F	1983	2159	32	WFM
1058.	Bochis, Julia 	GER	F	1993	2158	22	WFM
1059.	Shulga, Oksana 	KAZ	F	1977	2158	38	WFM
1060.	Chekhova, Marina 	RUS	F	1987	2158	28	WFM
1061.	Sui, Qilun 	CHN	F	1978	2158	37	
1062.	Pujari, Rucha 	IND	F	1994	2158	21	WFM
1063.	Dave, Dhyani 	IND	F	1991	2158	24	WIM
1064.	Perera Borrego, Mariela 	ESP	F	1994	2158	21	WFM
1065.	Kasparova, Tatiana 	BLR	F	1969	2158	46	WIM
1066.	Lupu, Smaranda B. 	FRA	F	1967	2157	48	WIM
1067.	Ivanovic, Jelena 	BIH	F	1979	2157	36	WFM
1068.	Rysbayeva, Aigerim 	KAZ	F	1991	2157	24	WFM
1069.	Volchek, Nastia 	BLR	F	1981	2157	34	
1070.	Real Pereyra, Diana Carime 	MEX	F	1995	2157	20	WIM
1071.	Bjerke, Silje 	NOR	F	1982	2157	33	WIM
1072.	Shnaider, Julia 	RUS	F	1993	2157	22	
1073.	Shulakova, Svetlana 	RUS	F	1977	2157	38	WFM
1074.	Bagheri, Bita 	IRI	F	1994	2157	21	
1075.	Hou, Yue 	CHN	F	1985	2157	30	
1076.	Apostoae, Lacramioara-Liliana 	ROU	F	1980	2157	35	WFM
1077.	Fofana, Mariam 	RUS	F	1987	2157	28	
1078.	Hernandez Penna, Sabina 	ITA	F	1973	2156	42	WIM
1079.	Averchenko, Ekaterina 	RUS	F	1986	2156	29	WFM
1080.	Barkovskaya, Irina 	RUS	F	1984	2156	31	
1081.	Vennela, T. 	IND	F	1988	2156	27	
1082.	Konovalova, Olesia 	UKR	F	1979	2156	36	
1083.	Stegantzeva, Irina 	RUS	F	1980	2156	35	
1084.	Ambrosi, Eleonora 	ITA	F	1988	2156	27	WFM
1085.	Cua, Sherily 	PHI	F	1987	2156	28	WFM
1086.	Kloster, Svetlana 	GER	F	1962	2156	53	WFM
1087.	Utiatskaja, Irina 	RUS	F	1996	2156	19	WFM
1088.	Polokhova, Olga 	RUS	F	1973	2156	42	WFM
1089.	Mosnegutu, Mariana 	ROU	F	1979	2156	36	WIM
1090.	Bezgodova, Maria 	RUS	F	1993	2156	22	WIM
1091.	Kuznetsova, Elena 	GER	F	1982	2156	33	
1092.	Nikoladze, Sopio 	GEO	F	1973	2155	42	WIM
1093.	Van Nies, Pauline 	NED	F	1989	2155	26	
1094.	Lindri, Juni Wijayanti 	INA	F	1963	2155	52	WIM
1095.	Ainutdinova, Yekaterina 	KAZ	F	1994	2155	21	WFM
1096.	Kupeeva, Viktoria 	RUS	F	1983	2155	32	WFM
1097.	Goldammer, Anne 	GER	F	1982	2155	33	
1098.	Petrova-Kalmukova, Marlen 	BUL	F	1961	2155	54	
1099.	Kulish, Oksana 	RUS	F	1976	2155	39	WFM
1100.	Perez Rodriguez, Jennifer 	PAR	F	1987	2155	28	WIM
1101.	Frizyuk, Natalia 	RUS	F	1982	2155	33	WFM
1102.	Pilarska, Czeslawa 	POL	F	1966	2155	49	WIM
1103.	Archakova, Galina 	BLR	F	1939	2155	76	
1104.	Chirva, Svetlana 	RUS	F	1979	2155	36	WFM
1105.	May Hsett Lwin 	MYA	F	1984	2155	31	
1106.	Golubeva, Oksana 	RUS	F	1986	2154	29	WFM
1107.	Weng, Annegret, Dr. 	GER	F	1975	2154	40	WFM
1108.	Gorlin, Yelena 	USA	F	1984	2154	31	WFM
1109.	Bellaiche, Elise 	FRA	F	1997	2154	18	WFM
1110.	Bezdenezhnykh, Elena 	RUS	F	1976	2154	39	WFM
1111.	Lach, Aleksandra 	POL	F	1995	2154	20	WIM
1112.	Hortensius, Lisa 	NED	F	1991	2154	24	
1113.	Le, Hoang Tran Chau 	VIE	F	1992	2154	23	WFM
1114.	Pham, Thi Hai Yen 	VIE	F	1987	2154	28	
1115.	Vega Gutierrez, Belinda 	ESP	F	1985	2154	30	WIM
1116.	Hund, Barbara 	SUI	F	1959	2154	56	WGM
1117.	Dultseva, Svetlana 	RUS	F	1986	2153	29	WFM
1118.	Harmsen, Jessica 	NED	F	1966	2153	49	WIM
1119.	Tsirulnik, Maritsa 	UKR	F	1991	2153	24	
1120.	Stojanovic, Marija R 	MNE	F	1983	2153	32	WIM
1121.	Chervonenko, Irina 	ISR	F	1974	2153	41	WFM
1122.	Fakhretdinova, Margarita 	RUS	F	1989	2153	26	WFM
1123.	Bosch Garcia, Jacqueline 	ECU	F	1979	2153	36	WFM
1124.	Siebrecht, Raphaele 	FRA	F	1976	2152	39	
1125.	Cherednichenko, Elena 	UKR	F	1985	2152	30	WIM
1126.	Hu, Yi 	CHN	F	1987	2152	28	
1127.	Carow, Annelen 	GER	F	1993	2152	22	WFM
1128.	Tsai, Cindy 	USA	F	1985	2152	30	WIM
1129.	Kaczorowska, Barbara 	POL	F	1960	2152	55	WIM
1130.	Ljubarskaja, Ludmilla 	GER	F	1945	2151	70	
1131.	Mouradian, Knarik 	LIB	F	1983	2151	32	WIM
1132.	Abdukadurova, Mekhri 	TKM	F	1974	2151	41	WFM
1133.	Van Amerongen, Marleen 	NED	F	1973	2151	42	
1134.	Anisheva, Varvara 	RUS	F	1972	2151	43	WFM
1135.	Alekseeva, Irina 	RUS	F	1999	2151	16	
1136.	Ignatescu, Ruxandra 	ROU	F	1972	2151	43	WFM
1137.	Steil-Antoni, Fiona 	LUX	F	1989	2150	26	WIM
1138.	Jarulina, Dinara 	RUS	F	1987	2150	28	WFM
1139.	Lysenko, Margarita 	RUS	F	1999	2150	16	
1140.	Pudkova, Tatiana N 	RUS	F	1952	2150	63	
1141.	Akopian, Ani 	RUS	F	1992	2150	23	WFM
1142.	Paredes Bustamante, Paula Elizab 	PER	F	1997	2150	18	WFM
1143.	Tohirjonova, Hulkar 	UZB	F	1991	2150	24	WFM
1144.	Motycakova, Monika 	SVK	F	1992	2150	23	WFM
1145.	Roizen, Nadejda 	ISR	F	1969	2150	46	WIM
1146.	Zapata, Karen 	PER	F	1982	2150	33	WIM
1147.	Kiran, Manisha Mohanty 	IND	F	1989	2150	26	WGM
1148.	Harini, S. 	IND	F	1990	2150	25	
1149.	Depool Malave, Tibaire Angelica 	VEN	F	1977	2150	38	WFM
1150.	Vovinkina, Natalia 	ISR	F	1971	2150	44	
1151.	De Vries, Sylvia 	NED	F	1969	2150	46	WIM
1152.	Mololkina, Olga 	RUS	F	1985	2150	30	WFM
1153.	Kopylov, Luba 	GER	F	1979	2150	36	WIM
1154.	Kublashvili, Etery 	RUS	F	1989	2149	26	WFM
1155.	Chiricuta, Iudita 	ROU	F	1957	2149	58	WIM
1156.	Ramon Pita, Vivian 	CUB	F	1963	2149	52	WGM
1157.	Vicary, Elizabeth 	USA	F	1975	2149	40	WFM
1158.	Vovk, Oksana 	DEN	F	1982	2149	33	WIM
1159.	Kostak, Tatiana 	UKR	F	1971	2149	44	WFM
1160.	Verus, Biljana 	MKD	F	1964	2149	51	WFM
1161.	Samokhina, Evgenia 	RUS	F	1992	2148	23	WFM
1162.	Vo, Thi Kim Phung 	VIE	F	1993	2148	22	WIM
1163.	Sizintseva, Elena 	RUS	F	1968	2148	47	WFM
1164.	Martsynovskaya, Marina 	FRA	F	1973	2148	42	WIM
1165.	Delorme, Laurie 	FRA	F	1984	2148	31	WIM
1166.	Zukhba, Astanda 	RUS	F	1985	2148	30	
1167.	Ivanova, Karina 	RUS	F	1996	2148	19	WFM
1168.	Jackson, Sheila 	ENG	F	1957	2148	58	WGM
1169.	Nimmy, A.G. 	IND	F	1986	2148	29	
1170.	Marikova, Jana 	CZE	F	1996	2148	19	
1171.	Stasiunaite, Lina 	LTU	F	1977	2148	38	WFM
1172.	Micic, Snezana 	SRB	F	1966	2148	49	WFM
1173.	Guadamuro Torrente, Anabel 	ESP	F	1991	2147	24	WFM
1174.	Cerrato Torrijos, Maria 	ESP	F	1995	2147	20	WFM
1175.	Golovkina, Olga 	RUS	F	1990	2147	25	WFM
1176.	Medianikova, Nina 	RUS	F	1936	2147	79	WIM
1177.	Ramirez, Heimy Polgar 	COL	F	1992	2147	23	WIM
1178.	Khazhomia, Salome 	GEO	F	1991	2147	24	WFM
1179.	Moingt, Anne 	FRA	F	1974	2147	41	WIM
1180.	Cevallos Pesantez, Diana 	ECU	F	1986	2147	29	
1181.	Stephan, Anna 	GER	F	1981	2147	34	
1182.	Matjushina, Zoja 	UKR	F	1951	2147	64	
1183.	Von Wantoch-Rekowski, Danijela 	SRB	F	1981	2147	34	WFM
1184.	Doibani, Lilia 	MDA	F	1986	2146	29	WFM
1185.	Figura, Ludmila 	RUS	F	1988	2146	27	WFM
1186.	Kushka, Alena 	RUS	F	1993	2146	22	WFM
1187.	Lumongdong, Lisa Karlina 	INA	F	1968	2146	47	WIM
1188.	Zielinska, Jolanta 	POL	F	1973	2146	42	
1189.	Nguyen, Ngan Binh 	VIE	F	1982	2146	33	
1190.	Mancha Ramirez, Dobarly 	CUB	F	1979	2146	36	
1191.	Ogloblina, Lidiya 	RUS	F	1961	2146	54	
1192.	Pelech, Leslie 	USA	F	1970	2145	45	WFM
1193.	Kudina, Irina 	RUS	F	1977	2145	38	WFM
1194.	Heydarli, Aygun 	GEO	F	1984	2145	31	WFM
1195.	Herrera, Laura 	ARG	F	1971	2145	44	WFM
1196.	Galunova, Tsveta 	BUL	F	1995	2145	20	
1197.	Chen, Jing 	CHN	F	1973	2145	42	WFM
1198.	Makarycheva Ostrovskaya, M 	RUS	F	1953	2145	62	
1199.	Radeva, Viktoria 	BUL	F	2001	2145	14	WFM
1200.	Meskhi, Tamari 	GEO	F	1963	2145	52	
1201.	Makhlaenko, Ekaterina 	RUS	F	1991	2145	24	WFM
1202.	Plazaola, Maria De Los Angeles 	ARG	F	1986	2145	29	WIM
1203.	Mammadova, Nargiz 	AZE	F	1983	2145	32	
1204.	Wieland, Ilse 	GER	F	1957	2145	58	
1205.	Strigunenko, Ksenia 	RUS	F	1983	2145	32	WFM
1206.	Badelka, Olga 	BLR	F	2002	2145	13	
1207.	Canela Gimenez, Teresa 	ESP	F	1959	2145	56	WIM
1208.	Pokojska, Daria 	POL	F	1985	2145	30	
1209.	Dudas, Eszter 	HUN	F	1991	2145	24	WIM
1210.	Martynkova, Olena 	UKR	F	2000	2145	15	WFM
1211.	Sarakauskiene, Zivile 	ENG	F	1978	2145	37	WIM
1212.	Novkovic, Julia 	AUT	F	1972	2144	43	WFM
1213.	Kinarsih, Alya Sekar 	INA	F	2001	2144	14	
1214.	Kostrikina, Anna 	RUS	F	1986	2144	29	WFM
1215.	Moskalets, Natalia 	UKR	F	1973	2144	42	WIM
1216.	Lisovskaya, Alla 	RUS	F	1959	2144	56	WFM
1217.	Melnichuk, Irina 	RUS	F	1959	2144	56	
1218.	Haussernot, Cecile 	FRA	F	1998	2144	17	WFM
1219.	Myslevskaya, Izabella 	RUS	F	1992	2144	23	WFM
1220.	Salimova, Nurgyul 	BUL	F	2003	2144	12	WFM
1221.	Fitriyani, Amanda Suci 	INA	F	2001	2144	14	
1222.	Golubeva, Zinaida F. 	RUS	F	1950	2144	65	WFM
1223.	Pobelyanskaia, Mariya 	RUS	F	1988	2144	27	WFM
1224.	Benschop, Anne Marie 	NED	F	1969	2143	46	WIM
1225.	Krasiuk, Kateryna 	UKR	F	1993	2143	22	WFM
1226.	Sidorova, Elena 	RUS	F	1977	2143	38	WIM
1227.	Rolles, Maria Julia 	ARG	F	1985	2143	30	WFM
1228.	Luong, Phuong Hanh 	VIE	F	1983	2143	32	
1229.	Mateus, Martha 	COL	F	1978	2143	37	WIM
1230.	Dolzhikova, Olga 	NOR	F	1979	2143	36	WGM
1231.	Zaichenko, Daria 	RUS	F	1991	2143	24	WFM
1232.	Banasova, Katarina 	SVK	F	1984	2143	31	
1233.	Berlin, Tatiana 	BLR	F	1977	2143	38	WIM
1234.	Dvoretska, Olena 	UKR	F	1986	2142	29	WIM
1235.	Alimova, Olga 	RUS	F	1987	2142	28	WFM
1236.	Sanodelkina, Irina 	RUS	F	1976	2142	39	
1237.	Zhevakina, Anastasiya 	RUS	F	1983	2142	32	
1238.	Podlugnaja, Zoia 	RUS	F	1984	2142	31	WFM
1239.	Amelina, Ekaterina 	RUS	F	1985	2142	30	WFM
1240.	Nadig, Kruttika 	IND	F	1988	2142	27	WGM
1241.	Monpeurt, Cyrielle 	FRA	F	1995	2142	20	WFM
1242.	Berke, Ana 	CRO	F	1988	2141	27	WIM
1243.	Ivanova, Anna 	RUS	F	1989	2141	26	
1244.	De Blecourt, Sandra 	DEN	F	1978	2141	37	WFM
1245.	Kats, Alena 	USA	F	1995	2141	20	WIM
1246.	Vrbova, Niki 	SVK	F	1983	2141	32	WFM
1247.	Shishkova, Olga 	RUS	F	1971	2141	44	WFM
1248.	Marcetic, Marija 	SRB	F	1975	2141	40	WIM
1249.	Kiseeva, Katerina 	MDA	F	1983	2141	32	
1250.	Baloglanova, Leila 	UKR	F	1980	2141	35	
1251.	Elsina, Natalia 	RUS	F	1971	2140	44	
1252.	Palao, Maricela 	COL	F	1965	2140	50	WIM
1253.	Milosavljevic, Ruzica 	SRB	F	1946	2140	69	
1254.	Abolina, Liga 	LAT	F	1976	2140	39	
1255.	Jicman, Ligia-Letitia 	ROU	F	1956	2140	59	WIM
1256.	Bochnickova, Andrea 	SVK	F	1977	2140	38	
1257.	Lnenickova, Gabriela 	CZE	F	1979	2140	36	WIM
1258.	Varga, Melinda 	HUN	F	1997	2140	18	
1259.	Kuznetsova, Olga 	RUS	F	1975	2140	40	
1260.	Van Arkel-de Greef, Heleen 	NED	F	1965	2140	50	WIM
1261.	Kuczewska, Izabela 	POL	F	1964	2140	51	
1262.	Akopova, Anna 	RUS	F	1996	2140	19	WFM
1263.	Litmanowicz, Miroslawa 	POL	F	1928	2140	87	WIM
1264.	Varga, Klara 	HUN	F	1994	2140	21	WIM
